house_domain,lot_id,title,uf,lot_url,item_type_normalized,designer,attribution_strength,condition_tier,size_class,current_bid_brl,bid_count,est_resale_base,est_total_cost,est_gross_profit,est_gross_margin_pct,max_bid_40pct,confidence,signal,signal_reasons
mbantiguidades.com.br,31070026,"SÉRGIO RODRIGUES - Banco de Bar - ""Nine"". Estrutura em madeira maciça. Tampo em madeira composta. Pés torneados. Design atribuído a  Sergio Rodrigues que no ano 2000, criou o Banco  ""Nine"" para o projeto de cafeteria criado por sua filha Verônica. O nome da peça é uma homenagem ao amigo Zanine Caldas. Med: 42cm x 40cm x 70cm AL  Obs: Temos outro lote com essa mesma peça no leilão) =====================================================================* ESTA PEÇA NÃO PODE SER ENVIADA POR CORREIOS - RETIRADA COM AGENDAMENTO PRÉVIO.",RJ,https://mbantiguidades.com.br/peca.asp?Id=31070026,banco,sergio_rodrigues,STATED,none,medium,1400.0,0,9720.0,1740.0,3030.0,0.6352,2468.57,0.85,BUY_NOW,margem 64%; comps=198; designer=sergio_rodrigues(STATED) | base=designer_comps (conservador p25)
conradoleiloeiro.com.br,31080743,"ROBIN DAY - par de cadeiras anos 70 de plástico injetado preto,com pés em metal  para LATELIER",RJ,https://conradoleiloeiro.com.br/peca.asp?Id=31080743,par_de_cadeiras,jorge_zalszupin,STATED,none,medium,500.0,0,5760.0,795.0,2985.0,0.7897,1902.86,0.85,BUY_NOW,margem 79%; comps=19; designer=jorge_zalszupin(STATED) | base=designer_comps (conservador p25)
valmirmatos.lel.br,30970940,"Percival Lafer (São Paulo, SP, 12 de abril de 1936) - Poltrona em courino modelo Pony, projetada por Percival Lafer na década de 1980, apresenta a etiqueta. Med.: 95 x 80 x 60cm, toda em excelente estado de conservação.",,https://valmirmatos.lel.br/peca.asp?Id=30970940,poltrona,percival_lafer,DOCUMENTED,none,large,1800.0,0,9720.0,2440.0,2960.0,0.5481,2561.9,0.85,BUY_NOW,margem 55%; comps=181; designer=percival_lafer(DOCUMENTED) | base=designer_comps (conservador p25)
br.ernanileiloeiro.com.br,31161118,"Joaquim Tenreiro:  Par de poltronas,  design brasileiro, estrutura feita em madeira jacarandá maciço. Encosto em  ripas madeira, acento em cintas de couro sola. Med.: 75x68x80 cm.",RJ,https://br.ernanileiloeiro.com.br/peca.asp?Id=31161118,par_de_poltronas,joaquim_tenreiro,STATED,none,large,0.0,0,31950.0,550.0,2780.0,0.8348,1379.05,0.85,BUY_NOW,margem 83%; comps=30; designer=joaquim_tenreiro(STATED) | base=designer_comps (conservador p25)
conradoleiloeiro.com.br,31190460,JOSEPH SCAPINELLI- Par de cadeira anos 60,,https://conradoleiloeiro.com.br/peca.asp?Id=31190460,cadeira,giuseppe_scapinelli,STATED,none,medium,150.0,1,7200.0,427.5,2722.5,0.8643,1542.86,0.85,BUY_NOW,margem 86%; comps=39; designer=giuseppe_scapinelli(STATED) | base=designer_comps (conservador p25)
conradoleiloeiro.com.br,31190456,JOSEPH SCAPINELLI- Par de cadeira anos 60,,https://conradoleiloeiro.com.br/peca.asp?Id=31190456,cadeira,giuseppe_scapinelli,STATED,none,medium,150.0,1,7200.0,427.5,2722.5,0.8643,1542.86,0.85,BUY_NOW,margem 86%; comps=39; designer=giuseppe_scapinelli(STATED) | base=designer_comps (conservador p25)
emporiocentralantiguidades.lel.br,31065077,"CELINA DECORAÇÕES-BELO PAR DE MESAS LATERAIS EXECUTADA EM COMPENSADO LAMINADO EM JACARANDA PEÇA COMPOSTA POR UMA GAVETA, BRASIL C.1960.MEDIDAS: 51 X 36 X 45 CM.",,https://emporiocentralantiguidades.lel.br/peca.asp?Id=31065077,outro,celina,STATED,none,medium,850.0,1,6030.0,1162.5,2617.5,0.6925,1902.86,0.85,BUY_NOW,margem 69%; comps=37; designer=celina(STATED) | base=designer_comps (conservador p25)
resgatemoveisleiloes.com,31148678,"Sergio Rodrigues - Mesa de centro de dois andares, tampo em mármore. Medidas: 43 cm Altura x 70 cm Largura x 70 cm Comprimento. Peça de época, vendida no estado em que se encontra. Pode apresentar marcas naturais do tempo e desgastes. Para mais detalhes sobre a condição e agendamento de visita, consulte via WhatsApp antes de dar o lance.",SP,https://resgatemoveisleiloes.com/peca.asp?Id=31148678,mesa_de_centro,sergio_rodrigues,STATED,heavy,large,1200.0,3,7740.0,3010.0,2449.4000000000005,0.4487,1452.99,0.85,BUY_NOW,margem 45%; comps=116; designer=sergio_rodrigues(STATED) | base=designer_comps (conservador p25)
conradoleiloeiro.com.br,31080797,GIUSEPE SCAPINELLI- MARACANÃ  singular mesa lateral anos 60  em caviuna e marmore branco medindo 49 X 47,RJ,https://conradoleiloeiro.com.br/peca.asp?Id=31080797,mesa_lateral,giuseppe_scapinelli,STATED,none,medium,600.0,3,5220.0,900.0,2191.5,0.7089,1509.43,0.85,BUY_NOW,margem 71%; comps=56; designer=giuseppe_scapinelli(STATED) | base=designer_comps (conservador p25)
antiquariocaminhoto.com.br,30996953,"Par de Poltronas, Estilo Luís XVI, em Madeira Maciça Esculpida a Mão, Estofado em Tecido, Pés em Coluna. Medidas de Uma: Altura: 94 cm, Largura: 57 cm, Comprimento: 60 cm, Peso Total: 22600  g.",SP,https://antiquariocaminhoto.com.br/peca.asp?Id=30996953,par_de_poltronas,,NONE,none,large,120.0,6,6480.0,676.0,1871.0,0.7346,931.62,0.65,BUY_NOW,margem 73%; comps=2119 | base=type_comps (conservador p25)
santayana.com.br,30934669,"Par de poltronas estofadas com tecido listrado em tons terrosos. Altura: 75cm, Largura:50cm, Profundidade: 50cm, apresentam marcas do tempo e uso.",RS,https://santayana.com.br/peca.asp?Id=30934669,par_de_poltronas,,NONE,none,large,150.0,0,6480.0,707.5,1839.5,0.7222,931.62,0.65,BUY_NOW,margem 72%; comps=2119 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,30981200,"Par de poltronas de diretor em metal com assento, encosto e descansos para o braço em tecido azul -med. 82cm de altura e 62cm de largura",RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=30981200,par_de_poltronas,,NONE,none,large,290.0,3,6480.0,854.5,1692.5,0.6645,931.62,0.65,BUY_NOW,margem 66%; comps=2119 | base=type_comps (conservador p25)
gold.lel.br,31125555,"Autor Desconhecido - Banco Ripado - O banco lembra o modelo criado por Geraldo de Barros - 150x46x30,5cm. Atenção! Por segurança é aconselhado revisão ou restauro na parte elétrica de quaisquer Luminárias mesmo que estejam ligando, lâmpadas não estão inclusas. São peças usadas, portanto contém marcas de uso/defeitos. Antes de efetuar o lance questione todas as dúvidas. Mais informações: WhatsApp (11) 98877-2582. Lances cancelados acarretarão bloqueio da cartela. Ao efetuar o lance, o arrematante declara concordar com os Termos e Regras da casa de leilões Old but Gold, disponíveis em GOLD.LEL.BR.",SP,https://gold.lel.br/peca.asp?Id=31125555,banco,geraldo_de_barros,STATED,heavy,medium,220.0,7,4860.0,1701.0,1629.0,0.4892,502.86,0.85,BUY_NOW,margem 49%; comps=20; designer=geraldo_de_barros(STATED) | base=designer_comps (conservador p25)
mazzola368leiloes.com.br,31033511,"Par de poltronas em ferro tubular anos 60 ,na cor preta com estofado laranja ,med:77x54x47",SP,https://mazzola368leiloes.com.br/peca.asp?Id=31033511,par_de_poltronas,,NONE,none,large,390.0,0,6480.0,959.5,1587.5,0.6233,931.62,0.65,BUY_NOW,margem 62%; comps=2119 | base=type_comps (conservador p25)
interiorantigo.com.br,31100409,"Par de Poltronas Giratórias, Anos 70 - Apresentam desenho característico do período, combinando funcionalidade e conforto por meio do sistema giratório, elemento marcante do mobiliário da década. O conjunto possui linhas equilibradas, estrutura funcional e proporções compactas, adequadas para diferentes composições de ambiente, medindo 84 cm de altura, 66 cm de largura e 45 cm de profundidade. Por se tratar de peças de época, podem conter avarias que realçam sua autenticidade e valor histórico.",SP,https://interiorantigo.com.br/peca.asp?Id=31100409,par_de_poltronas,,NONE,none,large,400.0,0,6480.0,970.0,1577.0,0.6192,931.62,0.65,BUY_NOW,margem 62%; comps=2119 | base=type_comps (conservador p25)
interiorantigo.com.br,31100171,"Par de poltronas - Anos 50. Produzidas em madeira nobre, apresentam linhas elegantes e proporções bem definidas, refletindo a sobriedade e o refinamento característicos da década de 1950, com equilíbrio entre solidez e leveza visual. Medem 66 cm de altura, 70 cm de largura e 80 cm de profundidade, dimensões que proporcionam conforto e presença marcante na composição do ambiente. Por se tratar de uma peça de época, pode conter avarias que realçam sua autenticidade e valor histórico.",SP,https://interiorantigo.com.br/peca.asp?Id=31100171,par_de_poltronas,,NONE,none,large,400.0,0,6480.0,970.0,1577.0,0.6192,931.62,0.65,BUY_NOW,margem 62%; comps=2119 | base=type_comps (conservador p25)
santayana.com.br,30909926,"Par de poltronas estilo Wingback clássica com encosto alto, abas laterais e estrutura em madeira escura e detalhes de tachas metálicas. Apresenta marcas do tempo e uso, bem como manchas no estofado. Uma delas está com um dos braços e `pino` decorativo soltos. Medidas = altura 103cm, largura 69cm, profundidade 67cm",RS,https://santayana.com.br/peca.asp?Id=30909926,par_de_poltronas,,NONE,none,large,400.0,0,6480.0,970.0,1577.0,0.6192,931.62,0.65,BUY_NOW,margem 62%; comps=2119 | base=type_comps (conservador p25)
interiorantigo.com.br,31100197,"Par de poltronas - Anos 60. Com pés palito, apresentam linhas leves e elegantes que refletem a estética característica da década de 1960, unindo delicadeza estrutural e conforto em composição harmoniosa. Medem 75 cm de altura, 78 cm de largura e 65 cm de profundidade, proporções que proporcionam acolhimento e presença marcante no ambiente. Por se tratar de uma peça de época, pode conter avarias que realçam sua autenticidade e valor histórico.",SP,https://interiorantigo.com.br/peca.asp?Id=31100197,par_de_poltronas,,NONE,none,large,420.0,2,6480.0,991.0,1556.0,0.6109,931.62,0.65,BUY_NOW,margem 61%; comps=2119 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,30981206,"Par de poltronas rústicas em madeira -med. 82x80x72cm ATENÇÃO Retirada por conta do arrematante no depósito em Gravataí/RS, mediante agendamento.",RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=30981206,par_de_poltronas,,NONE,none,large,450.0,0,6480.0,1022.5,1524.5,0.5985,931.62,0.65,BUY_NOW,margem 60%; comps=2119 | base=type_comps (conservador p25)
shoppingdosantiquarios.lel.br,30585134,Par de poltronas estofadas. Altura do encosto: 101 cm.,,https://shoppingdosantiquarios.lel.br/peca.asp?Id=30585134,par_de_poltronas,,NONE,none,large,500.0,0,6480.0,1075.0,1472.0,0.5779,931.62,0.65,BUY_NOW,margem 58%; comps=2119 | base=type_comps (conservador p25)
interiorantigo.com.br,31100423,"Par de Poltronas antigas - Produzidas em madeira nobre, apresentam linhas elegantes e estrutura bem definida, evidenciando a qualidade construtiva e o refinamento característicos do mobiliário de época, com presença marcante e equilíbrio formal. Medem 80 cm de altura, 60 cm de largura e 62 cm de profundidade, proporções que proporcionam conforto e harmonia ao ambiente. Por se tratar de uma peça de época, pode conter avarias que realçam sua autenticidade e valor histórico.",SP,https://interiorantigo.com.br/peca.asp?Id=31100423,par_de_poltronas,,NONE,none,large,500.0,0,6480.0,1075.0,1472.0,0.5779,931.62,0.65,BUY_NOW,margem 58%; comps=2119 | base=type_comps (conservador p25)
santayana.com.br,29998259,Par de poltronas contemporâneas estofadas em tecido azul (57cm larg x 82cm prof x 85cm alt). Eventuais desgastes são decorrentes do tempo e uso.,RS,https://santayana.com.br/peca.asp?Id=29998259,par_de_poltronas,,NONE,light,large,300.0,1,6480.0,1165.0,1382.0,0.5426,645.9,0.65,BUY_NOW,margem 54%; comps=2119 | base=type_comps (conservador p25)
interiorantigo.com.br,31100426,"Par de poltronas - Anos 70. Com pés maciços, apresentam linhas amplas e estrutura robusta, refletindo a estética característica da década de 1970, com equilíbrio entre conforto e presença marcante. Medem 72 cm de altura, 86 cm de largura e 80 cm de profundidade, proporções generosas que proporcionam acolhimento e destaque ao ambiente. Por se tratar de uma peça de época, pode conter avarias que realçam sua autenticidade e valor histórico.",SP,https://interiorantigo.com.br/peca.asp?Id=31100426,par_de_poltronas,,NONE,none,large,600.0,1,6480.0,1180.0,1367.0,0.5367,931.62,0.65,BUY_NOW,margem 54%; comps=2119 | base=type_comps (conservador p25)
valmirmatos.lel.br,30919252,"Par de poltronas em excelente estado, estofadas e forradas com courino, estrutura em madeira. Med.: Fácil retirada em casa linear na Granja Comary, ao lado da CBF, local de treinamento da Seleção Brasileira. Como opção faz conjunto com o lote 68.",,https://valmirmatos.lel.br/peca.asp?Id=30919252,par_de_poltronas,,NONE,none,large,800.0,0,6480.0,1390.0,1157.0,0.4543,931.62,0.65,BUY_NOW,margem 45%; comps=2119 | base=type_comps (conservador p25)
emporiocentralantiguidades.lel.br,31064563,"SERGIO RODRIGUES-BELA MESA DE APOIO EXECUTADA EM FREIJO COMPOSTO POR PRATELEIRA INFERIOR COM BELO ACABAMENTO PEÇA POSSUI RODAS ORIGINAIS DE ÉPOCA, BRASIL C.1970.MEDIDAS: 67 X 44 X 51 CM.",,https://emporiocentralantiguidades.lel.br/peca.asp?Id=31064563,mesa_lateral,sergio_rodrigues,STATED,none,medium,480.0,0,3780.0,774.0,1003.5,0.5646,758.57,0.85,BUY_NOW,margem 56%; comps=68; designer=sergio_rodrigues(STATED) | base=designer_comps (conservador p25)
danielchaiebleiloeiro.com.br,30981410,Lote de 4 cadeiras de plástico Tramontina e mesinha -med. 86cm de altura,RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=30981410,conjunto_de_cadeiras,,NONE,none,large,120.0,2,3780.0,676.0,854.0,0.5582,350.48,0.65,BUY_NOW,margem 56%; comps=1589 | base=type_comps (conservador p25)
brasiliavintage.com.br,31174780,"Mesa de centro em madeira nobre pintada de rosa, com tampo em mármore branco. Design semelhante ao de Percival Lafer. Parafusos típicos dos anos 70. Medidas: 68 x 54 x 35",,https://brasiliavintage.com.br/peca.asp?Id=31174780,mesa_de_centro,percival_lafer,STATED,none,large,320.0,0,2839.5,886.0,806.0,0.4764,443.05,0.85,BUY_NOW,margem 48%; comps=104; designer=percival_lafer(STATED) | base=designer_comps (conservador p25)
rioantigoleiloes.com.br,31043979,"Poltrona estilo Luiz Felipe Volterie em madeira nobre, acento e encosto estofado em tecido. Medidas: 116 x 69 x 90 cm",RJ,https://rioantigoleiloes.com.br/peca.asp?Id=31043979,poltrona,,NONE,none,large,100.0,1,3780.0,655.0,785.0,0.5451,299.05,0.65,BUY_NOW,margem 55%; comps=3379 | base=type_comps (conservador p25)
mazzola368leiloes.com.br,31049361,"Percival Lafer mesa de centro em madeira com tampo em vidro, med 38 x 77 x 60 - cm",SP,https://mazzola368leiloes.com.br/peca.asp?Id=31049361,mesa_de_centro,percival_lafer,STATED,none,large,350.0,1,2839.5,917.5,774.5,0.4577,443.05,0.85,BUY_NOW,margem 46%; comps=104; designer=percival_lafer(STATED) | base=designer_comps (conservador p25)
meloleiloeiro.com.br,31087510,"Antiga poltrona vintage de madeira com um design funcional e geométrico, em madeira horizontais vazadas.",RJ,https://meloleiloeiro.com.br/peca.asp?Id=31087510,poltrona,,NONE,none,large,150.0,0,3780.0,707.5,732.5,0.5087,299.05,0.65,BUY_NOW,margem 51%; comps=3379 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,31119798,"Antiga poltrona com encosto regulável, em madeira torneada e esculpida, com  assento e encosto em palha trançada -med. 110cm de altura",RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=31119798,poltrona,,NONE,none,large,200.0,0,3780.0,760.0,680.0,0.4722,299.05,0.65,BUY_NOW,margem 47%; comps=3379 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,30981355,Conjunto de 4 cadeiras em metal com assento estofado na cor preta -med. 94cm de altura,RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=30981355,conjunto_de_cadeiras,,NONE,none,large,300.0,0,3780.0,865.0,665.0,0.4346,350.48,0.65,BUY_NOW,margem 43%; comps=1589 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,31119797,Antiga poltrona medalhão com assento e encosto em palha trançada ( com uma linha da palha do encosto parcialmente rompida) -med. 100cm de altura,RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=31119797,poltrona,,NONE,none,large,250.0,1,3780.0,812.5,627.5,0.4358,299.05,0.65,BUY_NOW,margem 44%; comps=3379 | base=type_comps (conservador p25)
danielchaiebleiloeiro.com.br,31119795,Antiga poltrona medalhão com assento e encosto em palha trançada ( com palha do assento afundada) -med. 100cm de altura,RS,https://danielchaiebleiloeiro.com.br/peca.asp?Id=31119795,poltrona,,NONE,none,large,250.0,1,3780.0,812.5,627.5,0.4358,299.05,0.65,BUY_NOW,margem 44%; comps=3379 | base=type_comps (conservador p25)
santayana.com.br,30909924,"Poltrona em tecido de camurça sintética vermelha com acabamento capitonê e pés em madeira, marca Rircão Estofados. Medidas = altura 93cm, largura 67cm , profundidade = 85cm. Apresenta pequenas marcas do tempo e uso. Forro em baixo com avaria - vide foto.",RS,https://santayana.com.br/peca.asp?Id=30909924,poltrona,,NONE,none,large,275.0,2,3780.0,838.75,601.25,0.4175,299.05,0.65,BUY_NOW,margem 42%; comps=3379 | base=type_comps (conservador p25)
